GeoName,Description,2012,2013,2014,2015,2016
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Internet publishing and broadcasting 4/,(NA),(NA),(NA),(NA),(NA)
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Telecommunications,"7,821,152 E",(D),(D),8399931,(D)
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","        Data processing, hosting, and related services","2,168,912 E","2,127,828 E","2,832,852 E","3,415,170 E",(D)
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Other information services 4/,"3,744,867 E",4542289,"5,215,118 E",6641404,7687949
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      Finance and insurance,128581660,127413770,139996442,140961098,140486601
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Monetary Authorities-central bank,(D),(D),(D),(D),(D)
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Credit intermediation and related activities,24587844,"24,738,782 E",27399906,"28,185,653 E","28,519,615 E"
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","        Securities, commodity contracts, and other financial investments and related activities","79,959,756 E","74,696,150 E",87105032,86004363,85130759
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Insurance carriers and related activities,22744903,(D),(D),(D),(D)
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","        Funds, trusts, and other financial vehicles",(D),(D),(D),(D),(D)
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      Real estate and rental and leasing,14307964,14631627,15590269,16938123,17596154
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Real estate,12271255,12515031,13430139,14740575,15342044
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Rental and leasing services,(D),(D),(D),(D),(D)
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Lessors of nonfinancial intangible assets (except copyrighted works),"379,259 E",(D),(D),(D),"379,694 E"
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","      Professional, scientific, and technical services",82703572,86309999,(D),99461785,102267181
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      Management of companies and enterprises,30281112,"31,058,415 E",(D),31947091,"30,686,382 E"
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      Administrative and support and waste management and remediation services,27369849,28122908,29573664,32302713,32804065
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Administrative and support services,25629805,26408749,(D),30515881,31005081
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Waste management and remediation services,1740044,1714159,(D),1786832,1798984
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      Educational services,17239890,17781856,18691670,21104981,21852521
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      Health care and social assistance,79027574,81858128,84711443,87886960,91574847
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Ambulatory health care services,31274638,32859258,34206538,35857288,37423903
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Hospitals,"27,524,435 E","28,377,695 E","28,912,576 E","30,108,591 E",(D)
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Nursing and residential care facilities,"8,827,678 E","9,000,031 E","9,058,564 E","9,224,440 E",9686511
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Social assistance,"9,126,028 E",9670852,10118416,10584833,"10,720,952 E"
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","      Arts, entertainment, and recreation",9362786,"9,797,746 E","10,702,936 E",11213475,11824670
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","        Performing arts, spectator sports, and related industries","5,450,825 E","5,678,794 E","6,110,825 E",6591784,6926432
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","        Museums, historical sites, and similar institutions","806,007 E","852,357 E","948,819 E",1005983,1053607
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","        Amusement, gambling, and recreation industries",3006806,3184039,3562293,3615708,3844631
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      Accommodation and food services,20445814,21753565,23692437,25051537,26480693
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Accommodation,4951989,5239659,5783152,5671339,5842856
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Food services and drinking places,15493825,16513906,17909285,19380198,20637837
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      Other services (except public administration),20292040,20880558,22083304,23227975,23847090
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Repair and maintenance,2950309,3041898,3178286,3341988,3365543
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Personal and laundry services,4504056,4682441,4960932,5266244,5552089
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","        Religious, grantmaking, civic, professional, and similar organizations",10599490,10858298,11320009,11956062,12436369
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Private households,2238185,2297921,2624077,2663681,2493089
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",    Government and government enterprises,124263507,128560929,131166789,133532038,135163292
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","      Federal, civilian",12340920,12237526,12381429,12937674,13005345
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      Military,1823833,1727020,1656469,1636230,1674405
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",      State and local,110098754,114596383,117128891,118958134,120483542
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        State government,"17,233,002 E",(D),(D),(D),(D)
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",        Local government,"92,287,472 E","96,193,628 E","97,592,180 E","99,259,644 E","101,154,556 E"
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",Total compensation of employees,,,,,
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",Compensation of employees (thousands of dollars) 1/,198319928,208117600,222354018,240101190,255687615
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",  Wages and salaries,164039916,171826109,184311757,199719625,213694635
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",  Supplements to wages and salaries,34280012,36291491,38042261,40381565,41992980
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",    Employer contributions for employee pension and insurance funds 2/,24114557,25607182,26572637,28017267,29029290
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",    Employer contributions for government social insurance,10165455,10684309,11469624,12364298,12963690
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",Average compensation per job (dollars) 3/,92099,93006,95728,99523,102795
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",Compensation of employees by industry,,,,,
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",  Farm compensation,84612,98748,94401,84705,87561
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",  Nonfarm compensation,198235316,208018852,222259617,240016485,255600054
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",    Private nonfarm compensation,166883435,175574731,188450773,204572945,218305526
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","      Forestry, fishing, and related activities",43689,(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Forestry and logging,(D),(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","        Fishing, hunting and trapping",(D),4582,(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Support activities for agriculture and forestry,"33,828 E","34,116 E",(D),(D),44964
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","      Mining, quarrying, and oil and gas extraction",523522,(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Oil and gas extraction,(D),(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Mining (except oil and gas),"22,938 E",(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Support activities for mining,(D),(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Utilities,(D),1877167,(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Construction,7818282,8652792,9469863,10738975,11431125
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Construction of buildings,2386703,2582797,2816726,3212239,3570129
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Heavy and civil engineering construction,1088267,1075869,1047525,1123459,1276763
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Specialty trade contractors,4343312,4994126,5605612,6403277,6584233
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Manufacturing,14347644,15222231,15764350,16711473,18086741
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Durable goods manufacturing,7421900,7651529,8245664,9137358,10042159
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Wood product manufacturing,47365,(D),55881,(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Nonmetallic mineral product manufacturing,225955,242421,268995,279799,259974
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Primary metal manufacturing,(D),303993,302824,297738,270728
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Fabricated metal product manufacturing,572172,553254,599621,656241,719700
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Machinery manufacturing,828310,861737,903632,950128,1273391
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Computer and electronic product manufacturing,3801088,3790297,3918213,4106276,4470862
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","          Electrical equipment, appliance, and component manufacturing","277,123 E",(D),(D),421100,479565
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","          Motor vehicles, bodies and trailers, and parts manufacturing",(D),"251,575 E",(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Other transportation equipment manufacturing,(D),(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Furniture and related product manufacturing,149697,159561,173816,191481,198822
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Miscellaneous manufacturing,907088,1034721,978671,1266192,1106494
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Nondurable goods manufacturing,6925744,7570702,7518686,7574115,8044582
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Food manufacturing,858290,917182,982207,1016312,1101609
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Beverage and tobacco product manufacturing,184192,196303,211294,256700,283111
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Textile mills,(D),(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Textile product mills,"26,557 E",(D),(D),36460,38344
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Apparel manufacturing,101775,103268,102368,93996,91394
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Leather and allied product manufacturing,(D),10652,"11,468 E","13,274 E","10,235 E"
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Paper manufacturing,"106,197 E",110540,(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Printing and related support activities,336924,316135,329353,308714,296473
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Petroleum and coal products manufacturing,"2,143,803 E",1678422,1490883,(D),1202969
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Chemical manufacturing,2974507,4064039,4066650,4210103,4690112
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",          Plastics and rubber products manufacturing,145340,141526,169064,176824,(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Wholesale trade,7512114,7850043,8670802,9539162,9883539
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Retail trade,9139329,9364228,9706040,10444531,10405054
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Motor vehicle and parts dealers,1135102,1238541,1317703,1421281,1491393
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Furniture and home furnishings stores,410777,425482,481227,506683,384315
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Electronics and appliance stores,867696,698109,684889,710412,530486
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Building material and garden equipment and supplies dealers,613920,682545,702584,721872,750878
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Food and beverage stores,1753357,1802915,1869054,2077030,2036254
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Health and personal care stores,790414,857593,800702,814161,863413
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Gasoline stations,151542,149895,151070,165896,189765
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Clothing and clothing accessories stores,691331,800810,827323,847670,843211
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","        Sporting goods, hobby, musical instrument, and book stores",272350,281274,289979,334310,289344
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        General merchandise stores,1311249,1181100,1212052,1292841,1327501
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Miscellaneous store retailers,489423,504317,532322,565628,593891
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Nonstore retailers,652168,741647,837135,986747,1104603
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Transportation and warehousing,(D),4961308,(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Air transportation,"1,731,167 E",(D),"1,869,748 E",(D),"2,564,990 E"
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Rail transportation,113980,107069,105869,113643,(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Water transportation,(D),(D),"254,309 E",(D),345636
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Truck transportation,528420,561029,583010,649541,723031
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Transit and ground passenger transportation,277106,301800,329076,352803,1280084
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Pipeline transportation,(D),15882,(D),17307,16942
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Scenic and sightseeing transportation,"83,922 E",111628,121459,109752,(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Support activities for transportation,859650,881602,914000,983215,984470
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Couriers and messengers,(D),616100,(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Warehousing and storage,294913,293046,292974,353043,306524
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Information,10343533,17614337,17142766,18409647,22603079
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Publishing industries (except Internet),3913265,3952382,4757380,5102342,4810004
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Motion picture and sound recording industries,1054463,958839,1049985,1272907,1292628
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Broadcasting (except Internet),(D),(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Internet publishing and broadcasting 4/,(NA),(NA),(NA),(NA),(NA)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Telecommunications,2174335,2175130,2253634,1968638,1908549
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","        Data processing, hosting, and related services","799,176 E",962153,1012840,1715505,3845397
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Other information services 4/,"1,703,680 E",(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Finance and insurance,17460970,16948956,20023359,20988904,22599958
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Monetary Authorities-central bank,(D),(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Credit intermediation and related activities,5450569,4968159,"5,078,455 E","5,160,706 E","6,260,702 E"
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","        Securities, commodity contracts, and other financial investments and related activities",7927189,8199738,9406107,9978568,10213728
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Insurance carriers and related activities,3942006,3621396,5230650,5521188,5726831
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","        Funds, trusts, and other financial vehicles",(D),(D),(D),(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Real estate and rental and leasing,2963041,3159798,3411384,3661059,3942777
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Real estate,2269702,2429208,2660091,2856045,3100474
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Rental and leasing services,560326,600642,633182,(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Lessors of nonfinancial intangible assets (except copyrighted works),133013,129948,118111,(D),(D)
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","      Professional, scientific, and technical services",41321421,35818548,40517103,45067918,46513122
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Management of companies and enterprises,7967490,9961977,10125764,11002303,10701914
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Administrative and support and waste management and remediation services,7389460,8210731,8902178,9468202,9626536
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Administrative and support services,6740223,7539933,8195087,8731417,8827437
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Waste management and remediation services,649237,670798,707091,736785,799099
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Educational services,2864398,3080771,3379097,3639048,3721630
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Health care and social assistance,17434513,18092541,18545230,19997006,21073474
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Ambulatory health care services,8814541,9248427,9648272,10452655,11145146
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Hospitals,4835881,4852318,4677755,4990906,4952386
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Nursing and residential care facilities,1443412,1458752,1531195,1638916,1770857
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Social assistance,2340679,2533044,2688008,2914529,3205085
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","      Arts, entertainment, and recreation",2207056,2311466,2474871,2529732,2842809
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","        Performing arts, spectator sports, and related industries",1152443,1182280,1241202,1223970,1323691
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","        Museums, historical sites, and similar institutions",187129,204566,219221,228190,245002
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","        Amusement, gambling, and recreation industries",867484,924620,1014448,1077572,1274116
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Accommodation and food services,6111830,6604000,7201147,8082952,8626261
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Accommodation,1574930,1668672,1721884,1843736,1902336
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Food services and drinking places,4536900,4935328,5479263,6239216,6723925
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Other services (except public administration),5016138,5315544,5703175,6052593,6341000
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Repair and maintenance,978987,983071,996905,1074624,1144591
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Personal and laundry services,1066270,1236775,1355424,1451428,1497167
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","        Religious, grantmaking, civic, professional, and similar organizations",2373061,2477157,2636744,2795815,3010230
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Private households,597820,618541,714102,730726,689012
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",    Government and government enterprises,31351881,32444121,33808844,35443540,37294528
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","      Federal, civilian",3838469,3793561,3885510,4095209,4178960
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      Military,479018,486632,464564,439246,453368
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",      State and local,27034394,28163928,29458770,30909085,32662200
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        State government,8020862,8325422,8762052,8875770,9345992
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",        Local government,19013532,19838506,20696718,22033315,23316208
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",Total compensation of employees,,,,,
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",Compensation of employees (thousands of dollars) 1/,108550139,115785366,127379092,142458077,151510050
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",  Wages and salaries,92994130,99342919,109888778,123590120,132071235
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",  Supplements to wages and salaries,15556009,16442447,17490314,18867957,19438815
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",    Employer contributions for employee pension and insurance funds 2/,10261643,10797235,11367063,12243830,12623112
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",    Employer contributions for government social insurance,5294366,5645212,6123251,6624127,6815703
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",Average compensation per job (dollars) 3/,111793,114148,120767,129338,133739
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",Compensation of employees by industry,,,,,
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",  Farm compensation,104186,123080,125368,124558,125372
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",  Nonfarm compensation,108445953,115662286,127253724,142333519,151384678
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",    Private nonfarm compensation,99534072,106517524,117597172,132199624,140647980
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","      Forestry, fishing, and related activities",(D),(D),(D),(D),139465
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Forestry and logging,(D),(D),(D),0,0
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","        Fishing, hunting and trapping",(D),(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Support activities for agriculture and forestry,(D),(D),(D),99076,(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","      Mining, quarrying, and oil and gas extraction","19,895 E",(D),(D),(D),25498
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Oil and gas extraction,(D),1889,612,(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Mining (except oil and gas),"9,486 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Support activities for mining,(D),10387,12034,10166,12534
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Utilities,(D),(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Construction,2996095,3264788,3549305,4136734,4846795
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Construction of buildings,673758,739618,(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Heavy and civil engineering construction,214572,234991,(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Specialty trade contractors,2107765,2290179,2459169,2971568,3455080
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Manufacturing,28670245,27883809,30791655,32607136,35397712
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Durable goods manufacturing,27674169,26937676,29739366,31549571,34130455
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Wood product manufacturing,41852,(D),48219,(D),53565
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Nonmetallic mineral product manufacturing,"119,713 E",(D),(D),(D),179376
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Primary metal manufacturing,"40,112 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Fabricated metal product manufacturing,(D),609263,663290,705343,716205
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Machinery manufacturing,1428732,1583399,(D),2005793,1974894
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Computer and electronic product manufacturing,22863800,21886093,24516719,26039040,28605817
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","          Electrical equipment, appliance, and component manufacturing","403,372 E",(D),(D),455077,520415
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","          Motor vehicles, bodies and trailers, and parts manufacturing",8620,(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Other transportation equipment manufacturing,(D),"1,262,105 E","1,201,605 E","1,160,560 E","1,100,617 E"
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Furniture and related product manufacturing,55040,59902,60066,68742,73986
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Miscellaneous manufacturing,771015,(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Nondurable goods manufacturing,996076,946133,1052289,1057565,1267257
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Food manufacturing,(D),211527,230213,212540,211332
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Beverage and tobacco product manufacturing,69431,66404,76921,76345,82379
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Textile mills,12215,13791,15094,21009,(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Textile product mills,9838,9542,9447,9814,10386
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Apparel manufacturing,(D),(D),(D),(D),9788
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Leather and allied product manufacturing,0,0,0,0,0
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Paper manufacturing,58885,55959,58050,53234,55639
